"","Sample.ID","NLE.mean","ALA.mean","VAL.mean","ILE.mean","ASP.mean","PHE.mean","GLU.mean","TYR.mean","THR.mean","SER.mean","PRO.mean","GLY.mean","LEU.mean","NLE.sd","ALA.sd","VAL.sd","ILE.sd","ASP.sd","PHE.sd","GLU.sd","TYR.sd","THR.sd","SER.sd","PRO.sd","GLY.sd","LEU.sd","X","Sex","Year","County","Location.2","Lat","Long","Length","Weight","Age","Date","Month"
"48","NM_2025",NA,19.4285861450693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"F",1992,"Grays Harbor County","Coastal",46.794664,-124.098201,157,NA,NA,"7/1/92",7
"49","NM_2027",NA,23.8784837181764,NA,NA,NA,NA,26.7647972172883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207907488652256,NA,NA,NA,NA,NA,NA,1,"M",1992,"Pacific County","Coastal",46.625299,-123.957213,168,NA,NA,"8/14/92",8
"50","NM_2028",NA,21.7032539964476,NA,NA,NA,NA,27.2671957519242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150553097519306,NA,NA,NA,NA,NA,NA,1,"M",1992,"Pacific County","Coastal",46.745916,-124.095354,165,NA,NA,"10/2/92",10
"51","NM_2032",NA,24.0250923623446,NA,NA,NA,NA,26.690665482534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402551651122316,NA,NA,NA,NA,NA,NA,1,"M",1992,"Clatsop County","Coastal",46.265153,-123.966564,148,NA,NA,"10/9/92",10
"52","NM_2044",NA,23.6317542924808,NA,NA,NA,NA,26.5497511471285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.822641681891857,NA,NA,NA,NA,NA,NA,1,"M",1981,"Pacific County","Coastal",46.4175,-123.5002778,158,NA,NA,"4/16/81",4
"53","NM_2045",NA,20.7665904371585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M",1981,"Clatsop County","Coastal",46.176001,-123.982239,167,NA,NA,"4/29/81",4
"54","NM_2048",NA,23.9290480847596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"F",1981,"Grays Harbor County","Coastal",46.0511111,-123.9188889,159,NA,NA,"6/2/81",6
"55","NM_2050",NA,25.2839119804402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M",1981,"Clatsop County","Coastal",46.207228,-123.955586,165,NA,NA,"6/8/81",6
"56","NM_2062",NA,24.2021242053791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M",1982,"Clatsop County","Coastal",46.2437222,-123.7333333,154,NA,NA,"3/2/82",3
"57","NM_2064",NA,23.3853739201305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M",1982,"Clatsop County","Coastal",46.16805556,-123.9352778,146,NA,NA,"3/5/82",3
"58","NM_2065",NA,21.1914017486339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"F",1982,"Grays Harbor County","Coastal",46.96833333,-124.1672222,152,NA,NA,"4/15/82",4
"59","NM_2067",NA,21.1867791256831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M",1982,"Pacific County","Coastal",46.245821,-123.867945,136,NA,NA,"2/18/82",2
"60","NM_2068",NA,25.8112714754098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"M",1982,"Clatsop County","Coastal",46.204797,-123.949117,176,NA,NA,"5/18/82",5
"61","NM_2231",NA,21.0782130601093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"F",2013,"Pierce County","Inland",47.320554,-122.574221,NA,NA,NA,"5/18/13",5
"62","NM_2232",NA,24.6906435760805,NA,NA,NA,NA,28.2704916740676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78482175623299,NA,NA,NA,NA,NA,NA,1,"F",2013,"King County","Inland",47.689483,-122.40326,NA,NA,NA,"6/11/13",6
"63","NM_2233",NA,24.0554742451155,NA,NA,NA,NA,25.5755580224984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.657480997191001,NA,NA,NA,NA,NA,NA,1,"M",2013,"Pierce County","Inland",47.378484,-122.625431,NA,NA,NA,"7/3/13",7
"64","NM_2234",NA,24.096197750148,NA,NA,NA,NA,26.0487073342215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251011104703362,NA,NA,NA,NA,NA,NA,1,"F",2013,"King County","Inland",47.579966,-122.409659,NA,NA,NA,"7/15/13",7
"65","NM_2235",NA,23.9461166370634,NA,NA,NA,NA,26.6740284191829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471926195340871,NA,NA,NA,NA,NA,NA,1,"F",2013,"Kitsap County","Inland",47.720204,-122.79073,NA,NA,NA,"7/26/13",7
"66","NM_2236",NA,23.5641438721137,NA,NA,NA,NA,26.1108804026051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403558620366689,NA,NA,NA,NA,NA,NA,1,"",2014,"Pierce County","Inland",47.2179,-122.6599,NA,NA,NA,"6/1/14",6
"67","RM_10273",NA,21.704680634308,NA,NA,22.2688422781365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94884465519401,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1979,"Salish Sea","Inland",48.737991,-123.430264,NA,NA,NA,"11/13/79",11
"68","RM_10834",NA,24.7353301282053,NA,NA,28.0383661531631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.540826252319162,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1982,"Salish Sea","Inland",49.325751,-122.947681,NA,NA,NA,"10/20/82",10
"69","RM_11409",NA,22.2057694271759,27.6297189905271,NA,25.844938758141,NA,28.5938268576081,NA,NA,NA,NA,8.059,NA,NA,0.155752843929039,0.653654994251332,NA,0.24644592848936,NA,0.445445952274986,NA,NA,NA,NA,0.0740288126653432,NA,NA,"",1983,"Salish Sea","Inland",48.660607,-123.449852,NA,NA,NA,"4/14/83",4
"70","RM_11449",NA,24.5397400828894,NA,NA,NA,NA,28.4479988158675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605632555297621,NA,NA,NA,NA,NA,NA,NA,"",1982,"Salish Sea","Inland",48.602875,-123520827,NA,NA,NA,"4/8/82",4
"71","RM_11768",NA,22.3898724097101,NA,NA,NA,NA,28.4304536708112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428328016367736,NA,NA,NA,NA,NA,NA,NA,"",1983,"Salish Sea","Inland",48.425531,-123.424281,NA,NA,NA,"8/19/83",8
"72","RM_12847",NA,23.8182339743591,NA,NA,26.313409658651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441026706911819,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1979,"Salish Sea","Inland",48.980425,-125.392034,NA,NA,NA,"7/1/79",7
"73","RM_2361",NA,22.7529063032366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1937,"Salish Sea","Inland",48.419694,-123.242538,NA,NA,NA,"7/12/37",7
"74","RM_4934",NA,23.2276774559907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1942,"Salish Sea","Inland",48.412071,-123.313368,NA,NA,NA,"8/16/42",8
"75","RM_7714",NA,24.5106664446419,27.2077560686798,NA,25.6187721284785,NA,28.0000000740084,NA,NA,NA,NA,10.1293333333333,NA,NA,0.0842395504554849,0.57268067376089,NA,0.492207479627892,NA,3.75167474245101,NA,NA,NA,NA,0.0937048934164877,NA,NA,"",1969,"Salish Sea","Inland",48.649692,-123.393623,NA,NA,NA,"4/24/69",4
"76","RM_9723",NA,23.4076558773424,NA,NA,25.5628707687934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124731735781725,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1977,"Salish Sea","Inland",48.4198,-123.274305,NA,NA,NA,"9/20/77",9
"77","RM_9729",NA,23.3864214031972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1969,"Strait of Georgia","Inland",49.020474,-123.042875,NA,NA,NA,"8/17/69",8
"78","RM_9730",NA,21.7018227131438,NA,NA,NA,NA,26.0204669923031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412210154335723,NA,NA,NA,NA,NA,NA,NA,"",1969,"Strait of Georgia","Inland",49.020474,-123.042875,NA,NA,NA,"10/25/69",10
"79","RM_9732",NA,18.1981650384845,NA,NA,NA,NA,26.9875887359385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444831058236613,NA,NA,NA,NA,NA,NA,NA,"",1969,"Strait of Georgia","Inland",49.020474,-123.042875,NA,NA,NA,"9/1/69",9
"80","RM_9733",NA,23.2271212699569,NA,NA,25.4178282678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.624689553862791,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1969,"Strait of Georgia","Inland",49.020474,-123.042875,NA,NA,NA,"10/1/69",10
"81","RM_9802",15.4536974829448,22.1928398023995,24.7028454481301,NA,24.1773820277585,12.3662413549752,26.2503361561986,NA,-25.8006454951778,21.24276523171,25.7976666666667,10.3033333333333,25.7063333333333,0.308187839507017,0.0658520363237299,0.520425006541383,NA,0.166754212153642,0.553978992823344,0.17740289096263,NA,0.543755921797747,0.270621432103966,0.320116124763083,0.257771862958961,0.265639479997484,NA,"",1970,"Strait of Georgia","Inland",49.020474,-123.042875,NA,NA,NA,"3/1/70",3
