"","Year","GOA.Up","SE.Up","GOA.SST","SE.SST","GOA.Discharge","Climate.DFA1.x","Up.DFA1","Climate.DFA1.y","SST.DFA1","Dis.DFA1","EBS.Discharge","EBS.SST","EBS.Wind"
"11",1960,-0.632145548929375,0.224725035395402,0.389943936200815,1.05424038196096,1.23928772198352,-0.37485185081782,-0.751345650871164,-0.37485185081782,0.398062378362935,0.365822964058775,0.602369869081281,0.117409816729422,-1.2735661236098
"12",1961,-0.401359934843699,-0.40851433564054,0.875875178439786,1.32549776511148,1.2441106065913,-0.373102687247707,-1.1382209704025,-0.373102687247707,0.962230017686734,0.408558825779305,0.801914806927806,-0.140420508729947,-0.246651634771383
"13",1962,-0.683928313316454,-0.26427910743035,0.238651820215867,1.32799022161574,-0.315881407751245,-0.913595904813724,0.308133582773582,-0.913595904813724,0.185723202661253,0.27090949410964,1.01985216404949,-0.378487311466222,0.792470376462816
"14",1963,1.38423650773981,1.3837112332742,0.814092516491662,1.89040588034644,-0.588547806001426,-0.0112281978436489,-0.635810574193984,-0.0112281978436489,1.26931415910312,-0.0526374119003052,1.72076495206647,-0.693551829606681,-0.564437065770172
"15",1964,1.26199860038297,1.58306069664308,0.0320977908788683,0.415728706837689,-0.488470932525162,-0.940677111424795,0.649099927332563,-0.940677111424795,-0.368252324055774,0.724784948989312,0.661759999522793,-1.136148031999,-0.555007203441106
"16",1965,1.70204700146337,1.41417171525886,-1.12844133551691,-0.548669866922224,-1.77865085546579,0.716919853993023,0.920731259603777,0.716919853993023,-0.278057396064806,0.823545186821782,0.991966804147249,-0.559642402614341,0.301852477154031
"17",1966,1.98327817549213,1.64728861852255,-0.381281089226955,0.125954774674012,-1.12226012136085,0.224157460853127,0.590420266470408,0.224157460853127,-0.114976259748677,-0.19782606634838,0.375110237549292,0.00326032263716269,0.957173672814933
"18",1967,1.9172426623089,1.8112751275628,0.542098067344354,0.846078209783034,-1.00855834088525,-0.727424708260003,1.0505817458072,-0.727424708260003,0.180741306481273,0.501294918606827,0.84330998764661,1.75502522768326,2.27285405400993
"19",1968,0.969485458097784,0.181629450117766,1.04433265769366,1.0161863487691,-1.02268786315814,-0.420949958852121,-0.917775017471033,-0.420949958852121,-0.286165481641223,-0.04070210978779,-0.725106473575567,0.280299275898342,0.597543678336975
"20",1969,0.0152562758826236,-0.619971310527232,-0.468782556946363,-0.167758912595697,-0.90078740505169,0.551174460152806,-0.472240721136057,0.551174460152806,-0.610298759024106,0.493184138434983,-0.76958922156376,0.651944551778473,0.464723558557753
"21",1970,0.947044533356319,-0.477419665505595,0.105459587136471,0.175174524566671,-0.797786079285336,-0.65853150240535,0.298363435394353,-0.65853150240535,-1.12387188153128,-0.449764393336361,-0.461504865171854,-0.323370363363286,-1.13524919927158
"22",1971,-0.0327180921032995,-0.669158885030474,-1.94951492581429,-1.01371652185819,-1.4729469296004,-1.63750347752041,0.710511172465543,-1.63750347752041,-1.53121757634027,0.971593223805085,0.465473612323483,-1.46397748481079,0.747664943429597
"23",1972,0.518296417772874,-0.0903635319997611,-2.30191924186904,-1.42727980630875,-2.09789817919844,0.901438666650772,0.575149450664472,0.901438666650772,-1.72058707361702,1.31417130260529,0.629074343434869,-0.861831331601536,1.39730577072805
"24",1973,-0.197099598739282,-0.901617536179646,-1.3967896370346,-1.62568433198674,-1.94399220096718,-0.564962099046775,0.446876608785972,-0.564962099046775,-1.18153763526767,-1.2741594488738,-0.0470938088280043,-0.802885984162971,0.378812545529819
"25",1974,0.549745584169782,-0.572878627143194,-0.408965517890355,-0.427286089704809,-0.719446258543242,-1.37726014383391,0.659531409245871,-1.37726014383391,-1.10020056614121,1.0449757800183,-0.518972084012802,0.0205020656921442,-0.133677308235295
"26",1975,0.734095546059449,0.00523436037396507,-1.27887382950243,-1.68597466350271,-0.5647771175976,-1.51009231809928,0.744370839838952,-1.51009231809928,-1.76145791378798,0.190668885050063,-0.345796955245079,-1.13127222641903,-0.197492063176068
"27",1976,-0.0664547333456812,-0.46506161925203,-0.610525096858407,-0.960382772150116,0.830086184580446,-0.178289591585111,0.585657364362185,-0.178289591585111,-1.0878120421549,0.886609849978907,-0.980306322955141,-0.726683433809839,-0.449470263497952
"28",1977,0.662396917999347,0.131058811629121,0.924295520343334,0.307006934003445,0.458047269255844,0.634387872839177,0.761233973225091,0.634387872839177,-0.582036331257294,-1.82516157855964,-0.262144417748547,0.367856260605367,-1.69944382445223
"29",1978,1.63927002287029,1.21088454279404,-0.284358720599086,-0.468106701662794,-0.92143236546173,0.0691032455316327,0.292696571755813,0.0691032455316327,0.225930380998904,-0.413586996257569,-1.45219782448112,0.824338815483655,-0.948049674749405
"30",1979,1.01807497205429,0.739364212540281,-0.0543729632235038,-0.269473216456383,-0.797661820299098,0.527155444998966,-0.931342721179777,0.527155444998966,-0.0381765591251176,-1.00072602336192,-0.412308811303447,1.37017304994435,0.0436076666702461
"31",1980,-0.921566553435286,-0.830595812957973,-0.113807769382553,-0.323100035102032,0.287989241203318,0.564552897205082,-0.364141555932805,0.564552897205082,0.137056236104267,-0.604183081586385,0.425120216945138,0.127374035170125,-0.786897546170421
"32",1981,-0.668800353326091,-0.0906545589491539,1.06064736924408,0.571879918695017,0.054482248738244,0.02332058655725,-1.04114782264548,0.02332058655725,1.20563725681434,0.058145116171484,0.026818233208376,0.607808066831242,-0.885178428384468
"33",1982,-0.613656625302578,-0.381130181029754,-1.12826681365497,-1.19585343820696,-1.43899970252814,1.16971688612304,0.4137177243183,1.16971688612304,0.555053661073966,0.928853886994551,0.14201837262317,-0.715471570649997,0.199542373138231
"34",1983,0.247613298135631,0.526925862233642,0.637994737660728,0.339782973216788,-0.278663436394741,1.75247217559322,-1.29930303543296,1.75247217559322,1.92127906070115,0.445275009028164,-0.838730095010441,0.740160594241026,-0.90190470172595
"35",1984,-0.192035582495703,-0.4786916070057,0.826081723043181,0.208363946392802,-0.609436839619507,-0.194890934222201,-0.635658479329332,-0.194890934222201,0.00876445535970927,0.487022803463311,-0.508377473478513,0.36782623749061,-1.07046556793191
"36",1985,-0.496764371182416,-1.0991452141252,-0.918937431820276,-1.40135880890276,0.199805633874785,-0.500225806923568,0.700323488021239,-0.500225806923568,-1.24400250568757,-0.539667958199145,0.0229402676353104,-0.870457586391289,-0.148676759769756
"37",1986,-1.11192835802269,-1.37593878417006,-0.664398635878603,-0.571073978000686,1.50439130888079,0.441999593613695,-1.0816633818186,0.441999593613695,-0.532439993497282,-0.0885026903688403,-0.0608600101161622,-0.687014941265443,-0.61059070430712
"38",1987,-1.48379513513986,-1.52071425855012,0.104220142315907,-0.57779014285982,2.44083740236529,1.81594383396053,-0.531297059389928,1.81594383396053,-0.212857818296482,-1.1597035555614,-0.555956036378311,0.429142928358299,-1.55490102214261
"39",1988,-1.06529786814159,-0.730863016360837,0.155021896996852,-1.06224707198697,1.34798287683634,-0.596697641316814,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,-0.538991124446339,-0.534426492434651,-0.498620641347288
"40",1989,0.37749068933889,0.730116245008058,-0.154688998621229,-0.0522896115983769,-0.149075072680564,-0.653277397967781,0.863908987704307,-0.653277397967781,-0.163626149877465,-0.75991889216517,0.590655990906153,0.0333405085790874,0.419979204099806
"41",1990,0.238102720281902,1.07539177387393,-0.112038605700173,-0.118121593038793,0.225105637881473,0.412773178654054,0.839003163341963,0.412773178654054,0.0510024703634414,0.0277901950862647,0.730558585491397,-0.146465903204163,-0.0199434766522235
"42",1991,-0.957782441304327,0.00398694615827377,-1.08213660420293,-1.34254630438029,1.55385086738442,0.838647308604192,0.851231869995099,0.838647308604192,-0.737511926471782,0.283772764309547,0.440584170757297,0.810607602962409,0.615429915163234
"43",1992,-1.23027980381149,-0.00366941847262677,-0.47349726016303,-0.503258626236205,1.50472951664652,1.40863342065839,0.00653905452010028,1.40863342065839,1.03060198894061,-1.08737557505853,0.195767320305723,-0.849598382089873,-0.364124676746462
"44",1993,-1.30719308895389,-0.820019323462753,0.00954863399069306,0.426118325825359,0.619287405367732,1.19358877567503,-0.0633932061460807,1.19358877567503,0.472466589364109,-0.903599455618575,1.09659356153862,0.464322729211444,-0.0943851697980427
"45",1994,-0.777954834462814,-0.706557078747802,-0.41501809020862,0.13555444372079,0.644450457081587,0.787668937157654,0.427670537462828,0.787668937157654,0.597021522830046,-1.28260891350482,-0.650439732976969,-1.00329648672626,-0.0855325295142359
"46",1995,-0.969088675286522,-0.811879151149536,-0.374390591041373,-0.267389423226547,0.224913401017073,0.193551739593081,-1.09464783447556,0.193551739593081,1.39578395536432,-0.233534416632175,-3.68795410483371,0.151549505151834,0.110499934646371
"47",1996,-1.10661487590587,-0.789496144569378,0.434315634377863,0.0117691460996459,-0.424415483383535,-0.397107186876202,0.827120706182111,-0.397107186876202,0.870236969904643,1.00447290071461,-0.994888170465004,0.137692107708864,-0.88563523130188
"48",1997,-0.0217264529776025,-0.190344401090331,1.42831378475856,1.37955416562436,0.596432910553351,1.69087268067637,-0.731115566885042,1.69087268067637,2.63292472820142,1.70764063657279,-1.2366986853153,0.617723439494726,-0.68232168126152
"49",1998,1.27578134456593,0.743180295859893,1.03456582701428,0.720580716585052,0.812229842904861,0.954622790728818,-0.8800842458564,0.954622790728818,2.41933272021042,-0.0939499061158313,0.479170425706853,-0.390405379239311,-0.088415966808055
"50",1999,0.903258368947368,-0.669250298859923,-0.373975645797409,-1.04723182599742,1.43640303389422,-1.02651998631253,-1.16475164488179,-1.02651998631253,0.0639481621701528,0.80480311530492,0.486498024518412,-1.13847623410947,0.306553427568137
"51",2000,-0.590542991567643,-0.814763668186603,0.106170090935924,-0.401106703888018,1.23657035873923,-0.601478218146761,0.132094843497908,-0.601478218146761,0.0185993658807122,-0.185738968311829,0.232590074761161,0.790709717565556,-0.55019643227926
"52",2001,0.496879890403245,-0.713741851993492,0.766003992322534,-0.478940302903773,0.190858378143313,-0.188309553621178,0.531386095312718,-0.188309553621178,-0.633070573578684,-2.03714349060483,0.329749339995847,-0.0730445102935664,0.0109546917675376
"53",2002,0.58213588614948,0.337115632282842,0.724424619952173,-0.140525676164447,0.375136056046013,0.668457747024279,-0.561612511202716,0.668457747024279,-0.501168795314192,-0.217434196586234,0.30291332084435,2.19252978783058,-0.146362165325504
"54",2003,-0.129450067307699,0.251097853111598,1.65681750665627,1.12094086756072,-0.28665383327445,0.511576322920125,-0.907959832236683,0.511576322920125,1.11629338991143,-0.746422012532301,0.290979776462748,2.17778612687991,-0.918731812483189
"55",2004,-0.808029620824545,0.184565021376566,1.53976624076539,1.6587487620362,0.436725442669531,0.466209934740267,-0.071749465079526,0.466209934740267,1.21476831930184,-0.811105612494366,-0.226741976949955,2.16586617708367,0.289975044088092
"56",2005,-1.53805289514532,-0.263938100484902,2.03860102064619,1.70352919514095,0.757057433614083,0.346939166675111,0.753195865709498,0.346939166675111,1.0409432258138,-0.730787584581447,0.332121800020395,1.04448355145873,0.957208339978776
"57",2006,-1.3966160075277,-0.838124873511927,0.0706476911374097,0.172746336343768,-0.0264994194899393,0.321613342741736,0.562864035578649,0.321613342741736,0.354494652816086,-0.104280805975675,0.311740911484523,0.0347850320208496,1.07517002572119
"58",2007,-1.60820681702081,-0.905577670035287,-0.0826009994476961,-0.442885579339596,0.77121530097981,-0.397162327868567,0.695408822716758,-0.397162327868567,-0.0418161713544674,-0.261227556236993,-0.168791076546417,0.167991006217678,0.796147844645344
"59",2008,0.0439772273838048,0.659476601430017,-0.959235123431852,-1.68435334882585,0.930517956778793,-0.783922937396078,0.865218035063305,-0.783922937396078,-1.23309475697599,-0.206169583201123,-0.483729344766745,-0.524887724673636,0.852716638112607
"60",2009,0.342159474892565,1.13284721761679,-0.867923045484672,-0.883718142531348,0.0247441098477899,0.382787320156893,0.482065673653947,0.382787320156893,-0.931646658346098,-0.518990062647168,-0.5368676972456,-0.115459813102101,0.983364979425377
"61",2010,0.791981567879823,-0.189964639394108,0.211893950889347,0.104358334237922,0.439833280745514,-0.448437636169474,-1.11919819817931,-0.448437636169474,-0.132982152974732,-0.897119741159612,-0.541249698978257,0.0353991944793799,0.774862319242434
